city,cell_id,metric,benchmark_count,human_miles,waymo_miles
LOS_ANGELES,9278182811758493696,airbag,4.0,12481817.002260901,14752.436819535807
LOS_ANGELES,9278182846118232064,airbag,4.0,13391157.373027084,8596.362949926153
LOS_ANGELES,9278182880477970432,airbag,2.0,27346486.914295707,47484.406341987924
LOS_ANGELES,9278182914837708800,airbag,3.0,19843193.693584293,28234.83447307058
LOS_ANGELES,9278182949197447168,airbag,5.0,30077358.795427017,21740.244391116074
LOS_ANGELES,9278182983557185536,airbag,5.847334306569344,23424678.688542403,31058.364130398717
LOS_ANGELES,9278183017916923904,airbag,0.0,18350428.02342749,24900.31785323657
LOS_ANGELES,9278183052276662272,airbag,4.0,22861606.854882903,20118.0126935819
LOS_ANGELES,9278183086636400640,airbag,1.0,27060742.362198234,32115.72145069987
LOS_ANGELES,9278183120996139008,airbag,2.0,23159171.352559425,17316.195430065436
LOS_ANGELES,9278183155355877376,airbag,4.0,29950805.534726553,20585.93176923131
LOS_ANGELES,9278183189715615744,airbag,4.0,17450121.29464267,13770.633573051868
LOS_ANGELES,9278183224075354112,airbag,9.0,15894326.642632373,7661.166970200125
LOS_ANGELES,9278183258435092480,airbag,9.923667153284672,19507597.204846013,9066.451825309287
LOS_ANGELES,9278183292794830848,airbag,19.0,29975410.478415497,23231.820208383047
LOS_ANGELES,9278183327154569216,airbag,12.0,26353017.843969665,37758.43062470337
LOS_ANGELES,9278183361514307584,airbag,24.0,5862098.841462032,10954.505305198503
LOS_ANGELES,9278183395874045952,airbag,0.0,3885477.6272276016,4004.0781628153695
LOS_ANGELES,9278183464593522688,airbag,0.0,51038.21837521174,96.16144440012792
LOS_ANGELES,9278183498953261056,airbag,13.0,15891152.278604535,29462.71116621131
LOS_ANGELES,9278183533312999424,airbag,7.0,18031601.359006807,21782.235001967303
LOS_ANGELES,9278183567672737792,airbag,8.923667153284672,8012610.38614307,21724.933936930538
LOS_ANGELES,9278183602032476160,airbag,13.923667153284672,19734631.747852013,36720.41660690615
LOS_ANGELES,9278183636392214528,airbag,14.0,14916040.26812593,16766.71451030431
